,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
3105,033xP,2r4k/R6p/1p2Np2/4p3/2P5/8/n4PPP/6K1 b - - 0 28,c8c4 a7a8 c4c8 a8c8,977,110,84,247,endgame fork mate mateIn2 short,https://lichess.org/6LyT395D/black#55,
3106,033zD,r4Q1k/ppp3rp/3p4/3B4/2P5/6P1/P3q2P/5RK1 b - - 4 29,a8f8 f1f8 g7g8 f8g8,582,81,64,70,endgame mate mateIn2 short,https://lichess.org/j9mLmP1u/black#57,
3107,0346V,8/4kp1p/4p2P/2Pb2P1/3K4/8/8/8 b - - 2 38,f7f5 g5g6 h7g6 h6h7 e7f6 h7h8q,1704,75,96,3971,advancedPawn bishopEndgame crushing endgame long promotion,https://lichess.org/kofkTFwP/black#75,
3108,034Ca,8/6k1/1R6/5b2/5Kpp/8/8/8 b - - 3 62,f5c8 b6c6 c8b7 c6c7 g7f6 c7b7,1875,76,89,996,crushing endgame exposedKing fork long,https://lichess.org/s33EtcLv/black#123,
3109,034My,2r2rk1/p2nppbp/3p2p1/q1p4P/4QB2/2P1PN2/PP3PP1/2KR3R b - - 0 15,g7c3 b2c3 c8b8 c1d2 b8b2 d2e1,1500,500,-100,0,advantage defensiveMove long middlegame,https://lichess.org/zgQYns0V/black#29,Indian_Defense Indian_Defense_Other_variations
3110,034NC,r1b2rk1/pp3ppp/4pn2/3p4/PP1Q4/2P1P1P1/4qPBP/RN3RK1 w - - 1 14,b1d2 e6e5 d4e5 e2d2,1585,74,92,482,crushing deflection middlegame short,https://lichess.org/C7rfFBuw#26,Horwitz_Defense Horwitz_Defense_Other_variations
3111,034Pi,r4rk1/pb3pp1/1p5p/2p5/2Rq4/3B3P/PP3PP1/3QR1K1 b - - 1 18,d4d7 d3h7 g8h7 d1d7,598,133,33,13,advantage discoveredAttack middlegame short,https://lichess.org/B4kfJe5A/black#35,Semi-Slav_Defense Semi-Slav_Defense_Other_variations
3112,034T9,r2q1rk1/ppp2ppp/1bn1b3/3n4/2BP4/2N2N2/PP3PPP/R1BQR1K1 w - - 5 11,d1b3 c6a5 c4d5 a5b3,1603,75,90,1426,crushing master opening short,https://lichess.org/L6pi3rQw#20,Italian_Game Italian_Game_Classical_Variation
3113,034YX,4r2k/pp3R1p/2np2p1/2n1q3/8/1BP2Q1P/PP4P1/7K b - - 11 34,c5b3 f7f8 h8g7 f3f7 g7h6 f8e8,1182,76,92,2979,advantage endgame fork long,https://lichess.org/IjDSinra/black#67,
3114,034f3,r1b3k1/pp4pp/6p1/2pB4/5r2/2b5/P4PPP/3RR1K1 b - - 0 20,g8h8 e1e8 f4f8 e8f8,600,94,67,161,backRankMate mate mateIn2 middlegame short,https://lichess.org/HHmE8Fvg/black#39,
3115,034nU,2r3k1/p6p/1p2N1pQ/5p2/4KP2/1P1nP2R/P4qPP/8 w - - 0 30,e4d3 f2c2 d3d4 c2e4,2103,79,69,139,endgame mate mateIn2 short,https://lichess.org/aYZoqMFC#58,
3116,034pB,3r2k1/6pp/p2Np3/1b2P3/5P2/7Q/2pK3P/2R3q1 b - - 9 43,g1d1 c1d1 c2d1q d2d1,695,94,80,456,crushing endgame short,https://lichess.org/yIjystGB/black#85,
3117,034pK,3R4/1q3p1k/p1b1r1pp/5Q2/1P3P2/5B2/P5PP/6K1 w - - 0 30,f3c6 b7b6 f5c5 b6d8,1826,75,94,13424,crushing endgame fork short,https://lichess.org/YkREqGrP#58,
3118,034rZ,3r4/1p2kppp/p4n2/4p3/8/3qPQ2/PP4PP/2R2K1R w - - 4 21,f1f2 d3d2 f2g3 e5e4,2292,95,78,22,crushing endgame short,https://lichess.org/mOwXJJt6#40,
3119,034vZ,8/6bk/7p/1p1Q4/p1pP1q2/P1P1p3/1P4PP/5NK1 w - - 0 50,f1g3 f4f2 g1h1 f2e1 g3f1 e1f1,1133,75,92,846,endgame long mate mateIn3,https://lichess.org/55x5duk6#98,
3120,034yb,3r1r1k/p1p2p1P/4p1p1/4P3/2n4Q/P3BK2/q5P1/nR6 b - - 2 26,c4e3 h4f6 h8h7 b1h1 h7g8 h1h8,1158,75,96,560,exposedKing long mate mateIn3 middlegame,https://lichess.org/k22MElm8/black#51,
3121,0351q,2r1k3/5ppp/8/p1npP3/Pp1N1P2/1P1b4/6PP/2R1B1K1 w - - 2 31,g1f2 c5e4 f2e3 c8c1,926,92,95,189,crushing discoveredAttack endgame master short,https://lichess.org/Nj314KMx#60,
3122,035Df,q5k1/5ppp/b2Nrb2/2p5/2PnP3/1P3N2/6PP/3RQRK1 w - - 1 21,e1g3 d4e2 g1h1 e2g3,1267,191,33,10,advantage fork middlegame short,https://lichess.org/AH3o1fs6#40,
3123,035Fa,8/2P5/5k2/p7/P3K3/8/2r2pp1/5R2 w - - 0 38,f1f2 c2f2 c7c8q g2g1q c8f8 f6e6,1945,75,92,1244,advancedPawn crushing defensiveMove endgame hangingPiece long promotion rookEndgame,https://lichess.org/tHLkgNN2#74,
3124,035S0,r2q1k1r/p3bBpp/b1p2n2/1Nn3N1/2Q5/8/PP1P1PPP/R1B2RK1 w - - 0 14,f7h5 d8d5 c4d5 f6d5 d2d4 e7g5,2537,93,68,114,advantage long opening,https://lichess.org/UbBAyFgb#26,French_Defense French_Defense_Steiner_Variation
3125,035Wv,1r4k1/5ppp/8/8/8/1p2P1P1/1Qq2P1P/1R4K1 b - - 2 32,g8f8 b2c2 b3c2 b1b8 f8e7 b8c8,1667,75,89,392,crushing discoveredAttack endgame long,https://lichess.org/agbp4Mm5/black#63,
3126,035YV,r1bk3r/1p3ppp/p7/2b5/P7/4Bp2/1P3PPP/R3KB1R b KQ - 1 14,h8e8 e1c1 c8d7 e3c5,1946,76,90,558,advantage castling discoveredAttack middlegame pin short,https://lichess.org/bNjyg35w/black#27,Benoni_Defense Benoni_Defense_Benoni-Indian_Defense
3127,035s2,1k4r1/ppq4P/2nbQ3/3p2r1/3P4/1NP3N1/PP3P2/R4RK1 b - - 0 24,g5g3 f2g3 c7h7 e6d6,1090,76,95,4530,crushing middlegame short,https://lichess.org/9CyRGRfI/black#47,
3128,035ti,3n4/1pk2p2/p7/2p1b3/P1B5/2P2Np1/1P5P/2K5 w - - 0 26,f3e5 g3h2 c4d5 c7d6,2175,77,97,1837,advancedPawn crushing endgame short,https://lichess.org/4MecciYb#50,
3129,035xn,1r2r2k/p6p/6p1/3Q2N1/6n1/6P1/PP5P/4qR1K w - - 5 30,f1e1 e8e1 h1g2 g4e3,1496,77,85,310,crushing endgame short,https://lichess.org/BVmeP7pV#58,
3130,035y8,8/8/4b1k1/3pPpq1/1p1P3p/2rQP1pP/6P1/1B3RK1 w - - 2 41,d3d2 g5e3 d2e3 c3e3,896,75,100,103,crushing endgame short,https://lichess.org/dqkDlyrg#80,
3131,036Al,2r3k1/1p1q1ppp/pBnb4/3R4/8/P1N4P/1P3PP1/4Q1K1 b - - 0 24,c8e8 e1d2 e8e6 b6c5 c6e7 d5d6,1668,196,-37,10,advantage long middlegame quietMove,https://lichess.org/qIchBdB0/black#47,
3132,036BY,3rB1k1/p2P4/1pp1p2p/2n2pb1/2P5/P2n1R2/6PB/5R1K b - - 0 35,c5d7 f3d3 d8e8 d3d7,1236,75,97,1628,crushing hangingPiece middlegame short,https://lichess.org/Qf85Wqiv/black#69,
3133,036Ga,7r/1p2Rpk1/pP1p2p1/P2P4/2rP4/2p5/2P5/2K2R2 b - - 3 38,c4d4 e7f7 g7h6 f1h1 h6g5 h1h8,1681,75,93,4819,crushing endgame long rookEndgame skewer,https://lichess.org/KkQkXoqf/black#75,
3134,036Ir,6r1/8/p2R4/2pP1PPk/4P3/4K3/Pn6/8 w - - 0 46,g5g6 b2c4 e3f4 c4d6,989,80,100,216,crushing endgame fork short,https://lichess.org/iTaSWaoc#90,
3135,036O1,r4rk1/p1p1b1p1/2pq1n2/3p3p/3P4/2P5/PPN1QPPP/R1B2RK1 w - - 0 16,c1g5 f6g4 g2g3 e7g5,1441,75,94,9022,advantage discoveredAttack middlegame short,https://lichess.org/48IGTHgW#30,Nimzowitsch_Defense Nimzowitsch_Defense_Scandinavian_Variation
3136,036Pe,2rr4/3b1pkp/p4qp1/4p3/2p1P3/4N2P/PP1Q1PP1/2R1R1K1 b - - 1 25,f6g5 e3f5 g5f5 e4f5,1163,133,81,32,crushing middlegame short,https://lichess.org/EBOdlRU6/black#49,
3137,036ek,5r1r/7k/p2p2p1/1p1P3p/2p1qRnP/P1N3P1/1PP3K1/5R2 w - - 0 36,c3e4 g4e3 g2g1 e3f1,855,82,91,189,crushing endgame fork short,https://lichess.org/mZwST8Z5#70,
3138,036i1,4B3/8/1p5p/2pk1bp1/PP1p1p2/2P2P1P/3K2P1/8 b - - 0 40,d5c4 e8f7 f5e6 f7e6,1510,80,95,16517,bishopEndgame endgame mate mateIn2 short,https://lichess.org/XM1AjaQU/black#79,
3139,036ix,1rr3k1/5pp1/1Q5p/5b2/8/1N3P2/1PP3PP/1K2R3 w - - 1 22,b6e3 f5c2 b1a2 b8a8 b3a5 a8a5,1952,76,92,1466,advantage endgame long,https://lichess.org/dH4aTzgg#42,
3140,036pl,2r4r/3b1k2/2p2b2/1p1q2p1/1P1PN3/P1QBPpP1/1B5P/2R3K1 w - - 3 41,e4f6 f3f2 g1f2 h8h2,1574,74,90,1262,advancedPawn attraction crushing deflection kingsideAttack middlegame short,https://lichess.org/MgiMmBmO#80,
3141,0371L,2r2bk1/5ppp/p2p4/3P2PP/P1nQ1B2/1q6/1P6/1K1RR3 w - - 0 27,d1d3 c4a3 b1a1 a3c2,1355,75,77,1055,advantage middlegame pin queensideAttack short,https://lichess.org/AKVlVrml#52,
3142,03726,r3q2k/6b1/p5pp/1nQ1Nr2/5P2/2P5/PP4PP/R3R1K1 b - - 0 23,a8c8 e5g6 e8g6 c5c8,1193,77,93,925,advantage deflection kingsideAttack master middlegame short,https://lichess.org/chVzwZ2c/black#45,
3143,0376x,r1b4Q/p1pp2B1/1p1b3R/6q1/3nP3/3P2kP/PPP3P1/RN4K1 w - - 1 20,g7e5 d6e5 h8e5 g5e5,1001,77,86,370,crushing middlegame short,https://lichess.org/Nu9OmtGx#38,
3144,0377r,8/1Bp2pkp/5np1/4n3/1pPpP3/3P2P1/2P2P1P/B5K1 w - - 4 31,a1d4 e5f3 g1f1 f3d4,826,89,91,395,crushing endgame fork short,https://lichess.org/LpzgNNtv#60,
3145,037Ap,8/8/2p2k2/p5p1/Pp1P1pP1/1P3K1P/8/8 w - - 0 37,h3h4 g5h4 f3f4 f6g6,2106,80,90,434,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/r2sVpPrv#72,
3146,037D4,r1b2rk1/1p2Qppp/p2p4/3P4/5R2/3q4/P5PP/5R1K b - - 1 22,b7b5 e7f8 g8f8 f4f7 f8e8 f7f8 e8d7 f1f7,2018,94,100,32,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/7U0oOuMN/black#43,
3147,037GX,5Q2/7p/6p1/7k/6P1/P3q2P/1P5K/3q4 b - - 0 48,h5h4 f8f6 e3g5 f6f2,1532,74,94,2481,endgame mate mateIn2 queenEndgame short,https://lichess.org/nyy0wtwg/black#95,
3148,037Gj,2r5/p3kp2/4p3/q2pP2p/6p1/NP1b4/PQ3PPP/3R2K1 w - - 0 27,d1d3 a5e1,757,97,94,446,endgame master mate mateIn1 oneMove,https://lichess.org/rljLttms#52,
3149,037IL,2r5/pp3pk1/3pb1p1/4b1Pp/4P2P/PqP5/1P1Q4/KB2R2R w - - 5 28,d2c2 c8c3 c2b3 c3b3 b1a2 b3a3,2071,115,18,21,crushing long middlegame pin,https://lichess.org/HIdijXC0#54,
3150,037Iw,3r2r1/1kpq1p1B/pp2b3/4P3/8/2B5/nPP2QPP/2KRR3 w - - 0 22,c1b1 d7d1 e1d1 d8d1,1864,75,97,1095,mate mateIn2 middlegame queensideAttack short,https://lichess.org/XNKey9kq#42,
3151,037KQ,r1r3k1/pR3pp1/4p2p/2p5/4Q3/q2B3P/P1P2PP1/6K1 b - - 2 20,g7g6 e4f4 c8f8 d3g6 f7g6 f4h6 a3c1 h6c1,2695,103,91,322,crushing discoveredAttack endgame veryLong,https://lichess.org/yIOOv2Qf/black#39,
3152,037Lb,r1bq1rk1/ppp2ppp/3p1n2/2nPp3/1bP1P3/2N2P2/PP1B2PP/R2QKBNR w KQ - 1 8,g1e2 c5d3,904,121,100,45,opening,https://lichess.org/VXgHpl1F#14,Indian_Defense Indian_Defense_Budapest_Defense
3153,037Ld,8/5ppk/p1r1q2p/3R1b2/2P1n3/N2Q1P2/P5PP/6K1 b - - 0 29,e4f6 d3f5 e6f5 d5f5,1586,335,100,4,equality middlegame short,https://lichess.org/zX5KCp4X/black#57,
3154,037Y1,1r4k1/5p2/2p1bnp1/p3r3/q3Pp2/B2B4/1PP3QP/K4RR1 b - - 5 28,b8b3 c2b3 a4b3 d3b1,1895,87,77,52,clearance crushing defensiveMove middlegame short,https://lichess.org/BUaN6YYU/black#55,
3155,037Zo,4r3/1p2r1k1/p2p4/4bpp1/3B2n1/1BP3P1/PP2R2P/4R1K1 w - - 6 38,h2h3 e5d4 c3d4 e7e2 e1e2 e8e2,768,95,92,839,crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/mXCRSTqO#74,
3156,037cs,8/5p1p/3p1kp1/3P4/5PP1/8/3K3P/8 w - - 1 44,h2h4 h7h5 g4g5 f6f5,1180,75,99,1264,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/JIkvU0fZ#86,
3157,037fN,r1r3k1/5pp1/p2bp3/3p2RQ/1p6/2Nq3P/PP3P2/K5R1 b - - 1 22,g7g6 g5g6 d3g6 g1g6 f7g6 h5g6,1072,79,93,1464,advantage kingsideAttack long middlegame,https://lichess.org/eBqHQxjA/black#43,
3158,037ht,r1b1k1nr/pp2ppbp/2N1q1p1/2p5/8/1P3B2/PBP2P1P/RN1Q1K1R b kq - 5 12,g7b2 d1d8,482,96,91,164,mate mateIn1 oneMove opening,https://lichess.org/fjv40lF6/black#23,
3159,037iS,r1bqrnk1/ppbn2pB/2p1pp2/3pN2Q/2PP1P2/2N1P1B1/PP4PP/R4RK1 b - - 0 13,f8h7 h5f7 g8h8 e5g6,1388,75,100,165,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Wq8ClGIK/black#25,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
3160,037kN,8/8/8/5k1p/5Pp1/3K2P1/8/8 w - - 0 65,d3d4 h5h4 g3h4 g4g3 d4e3 f5g4 f4f5 g4h3,2265,105,90,133,crushing endgame pawnEndgame veryLong,https://lichess.org/1sPMEwkn#128,
3161,037l8,3q1r2/5p1k/3pp3/pp1Q1bPB/2r4P/2N5/PKP5/5R1R w - - 0 25,d5b5 c4b4 b5b4 a5b4,1269,80,65,145,crushing fork middlegame short,https://lichess.org/tLx1AD9V#48,
3162,037lM,r4r1k/5p1p/2p2b1N/P7/4P3/2n5/6RP/6RK b - - 0 33,c3e4 g2g8 f8g8 h6f7,1583,75,93,2046,deflection mate mateIn2 middlegame sacrifice short,https://lichess.org/5uxyHi6R/black#65,
3163,037nr,8/6P1/1p2NK2/3b4/8/p7/1k4P1/8 b - - 0 50,d5e6 f6e6 a3a2 g7g8q,855,81,91,127,advancedPawn crushing endgame promotion short,https://lichess.org/XHRsKg1d/black#99,
3164,037qV,7k/6p1/2p3qp/1pQpP3/3Pp3/7P/4BPPK/r7 b - - 5 42,a1a2 c5f8 h8h7 e2g4,1551,135,14,13,advantage defensiveMove endgame short,https://lichess.org/Een24d17/black#83,
3165,037u7,r1b1kb1r/pp3ppp/1qnppn2/2p5/4P3/2NPBN2/PPPQBPPP/R3K2R b KQkq - 1 7,b6b2 a1b1 b2a3 c3b5 a3a2 e1g1,2113,78,91,3438,castling crushing defensiveMove long middlegame,https://lichess.org/UW4bWimd/black#13,Sicilian_Defense Sicilian_Defense_Other_variations
3166,037uy,r4rk1/p1q2ppp/2p1p3/3pP3/3b2b1/1RN2N2/PPP1QPPP/3R2K1 b - - 5 16,d4e5 e2e5 c7e5 f3e5 g4d1 c3d1,1569,75,85,317,advantage long middlegame,https://lichess.org/2Kv0N4j6/black#31,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
3167,037xa,1r1Rn1rk/2p1P2p/pp4p1/8/1PP2p2/b6P/5BP1/5RK1 b - - 2 29,e8d6 f2d4,960,78,82,227,mate mateIn1 middlegame oneMove,https://lichess.org/r15372Je/black#57,
3168,0380K,r5r1/ppp2p1k/2np1Ppq/8/4PNP1/1N6/PPP5/2KR3Q b - - 1 29,g6g5 h1h6 h7h6 d1h1,918,78,87,238,attraction mate mateIn2 middlegame short,https://lichess.org/Pi00G95A/black#57,
3169,0385J,4r2k/1pq3p1/4pr1p/p2b3P/P2b1PP1/3QB2B/1P6/4RRK1 b - - 5 30,d4b2 d3b5 c7c6 b5b2,2271,76,93,2090,advantage fork master middlegame short,https://lichess.org/5iijTqDw/black#59,
3170,038Be,2r2rk1/pb3ppp/1p2p3/3nNn2/3P3q/P1N5/BP1Q1PPP/2R1R1K1 w - - 8 19,e1e4 d5c3 e4h4 c3e2 g1f1 e2c1,2294,76,78,83,crushing long middlegame sacrifice,https://lichess.org/PoaC2MHT#36,
3171,038Dh,8/4R1pk/p2r3p/4p3/3pP3/P6P/5PP1/6K1 w - - 2 34,e7e5 d4d3 e5d5 d6d5 e4d5 d3d2,883,85,76,38,advancedPawn crushing endgame long rookEndgame,https://lichess.org/UDdH85Kl#66,
3172,038I7,3r4/p3kpRp/1p2pn2/1B6/8/1P3P2/1B1bKP1P/8 b - - 4 20,d2h6 b2a3 d8d6 a3d6 e7d6 g7f7,1607,74,85,565,crushing endgame long,https://lichess.org/FBRHhecJ/black#39,
3173,038If,6k1/pp4p1/6pq/2p1n3/3pP3/3P4/PPP2RQ1/7K w - - 1 28,g2h2 e5g4 h2h6 g4f2 h1g1 g7h6,1951,77,88,54,crushing endgame exposedKing fork intermezzo long sacrifice,https://lichess.org/a40MqbVL#54,
3174,038JP,5rk1/3R1pp1/4p2p/p3q3/1p2Pn2/4QP2/PP4PP/2R3K1 w - - 2 28,b2b3 e5g5 e3d2 f4e2 d2e2 g5c1,2237,150,91,29,deflection discoveredAttack endgame equality long skewer,https://lichess.org/zfCrg7lc#54,
3175,038L1,8/8/p4P1p/1p1k4/1Pp1R3/P4KP1/8/3r4 w - - 3 44,e4f4 d1f1 f3e3 f1f4 e3f4 d5e6,1913,75,93,758,crushing endgame long rookEndgame,https://lichess.org/ZKCEcXJK#86,
3176,038La,5k1r/1p3ppp/1p4b1/nB1P2B1/1P4P1/P4P2/3r3P/1K1R3R w - - 5 26,b5d3 g6d3 b1a1 a5b3,1018,75,98,1073,mate mateIn2 middlegame queensideAttack short,https://lichess.org/zdKh4mK5#50,
3177,038Ql,r5k1/q4p1p/r2p4/3QpPb1/4P3/1N3P2/1PP4P/2KRR3 w - - 1 26,c1b1 a6a1 b3a1 a7a1,549,90,94,188,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/V2sFzds3#50,
3178,038TX,3r2k1/5ppp/brn1p3/2Q5/8/Rp1q1NB1/3N1PPP/1R4K1 w - - 1 25,c5b6 d3b1 d2b1 d8d1 f3e1 d1e1,974,76,97,2925,backRankMate clearance fork long mate mateIn3 middlegame sacrifice,https://lichess.org/0P7kSZ1h#48,
3179,038VQ,5rk1/p4ppp/2p5/2Np3n/P2P3q/2P2P2/1PbQ2PP/4R2K w - - 0 26,d2c2 h4e1,1270,77,58,155,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/ESV2Jn6l#50,
3180,038W6,1r3rk1/pp1nqppp/4bn2/2p1N3/5PP1/P1N1Q2P/1P4B1/R4RK1 b - - 4 19,e6c4 e5c4 e7e3 c4e3,1377,74,91,1378,advantage hangingPiece middlegame short,https://lichess.org/zu7auAut/black#37,English_Opening English_Opening_Kings_English_Variation
3181,038eV,r1b1kb1r/p4ppp/1pn5/2pnN3/8/6P1/PP3PBP/RNB2RK1 b kq - 1 12,c6e5 g2d5 a8b8 f1e1 f7f6 f2f4,1903,75,93,7076,advantage hangingPiece long opening pin,https://lichess.org/G9eMrQ1I/black#23,Zukertort_Opening Zukertort_Opening_Grunfeld_Reversed
3182,038oE,2rn1rk1/5pp1/3b1q1p/1p3P1Q/pP1pB2P/3P4/1BP2P2/2KR2R1 b - - 0 24,d6b4 g1g7 g8g7 d1g1 g7h7 b2d4,2288,80,91,838,attraction crushing kingsideAttack long middlegame sacrifice,https://lichess.org/GLEDoQI6/black#47,
3183,038pe,r1b2b1r/1p2p1kp/p4n2/3BB2Q/4n3/2P4N/P1q1KPPP/RN5R w - - 3 17,e2e3 c8h3 h5e2 c2e2,2327,80,87,739,advantage middlegame short,https://lichess.org/CadYDzfg#32,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
3184,038q1,8/8/3k4/p1b1p2p/P1R3pP/2P5/6K1/8 w - - 4 45,g2g3 d6d5 c4g4 h5g4,1368,75,93,1212,crushing endgame short trappedPiece,https://lichess.org/RriReXLu#88,
3185,038wV,8/pkp4p/1p6/8/5nP1/4R2P/P2r4/2R3K1 w - - 2 26,h3h4 f4e2 e3e2 d2e2,1711,74,92,3725,advantage endgame fork short,https://lichess.org/wpALlAph#50,
3186,038xL,3rr3/1kp2Rpp/p1pq4/Q2p2b1/2PN2b1/3PP1P1/PP4BP/R5K1 w - - 1 21,c4d5 g5e3 g1h1 e3d4,968,84,92,551,advantage fork middlegame short,https://lichess.org/xmm4LKB8#40,
3187,03935,2r2rk1/6pp/1q2p3/p1ppP1N1/3P1p1P/2PQ2n1/PP4P1/R1B3K1 b - - 3 23,h7h6 d3h7,546,100,94,609,mate mateIn1 middlegame oneMove,https://lichess.org/nrKykyPi/black#45,
3188,0397H,3r2k1/p1pPqPpp/1p6/8/2Q5/6P1/P4P1P/4R1K1 b - - 0 28,e7f7 e1e8 d8e8 d7e8q,1349,74,88,249,advancedPawn endgame mate mateIn2 pin promotion short,https://lichess.org/8gZDbyf4/black#55,
3189,03993,5r2/pp4pk/7p/4p3/3bN1n1/1Pn3P1/P2R1PP1/4BR1K w - - 2 27,f2f3 c3e4 d2d4 e5d4,2136,76,91,1609,crushing middlegame short,https://lichess.org/wI2wJvbk#52,
3190,0399J,r1b1qr1k/ppppN1pp/1b3p2/4p3/2B1P1QN/3P4/PPP2PPP/R4RK1 b - - 0 13,e8e7 h4g6 h7g6 g4h3,1723,76,83,331,mate mateIn2 middlegame sacrifice short,https://lichess.org/oZKtEgLs/black#25,Three_Knights_Opening Three_Knights_Opening_Other_variations
3191,0399s,r1bq1b1r/ppp1nQpp/2nkpp2/3p1P2/3P4/2NBP3/PPP3PP/R1B1K1NR b KQ - 2 8,e7f5 c3b5,994,76,96,1498,mate mateIn1 oneMove opening,https://lichess.org/YrE0GMSt/black#15,Mikenas_Defense Mikenas_Defense_Other_variations
3192,039P4,8/7Q/p1q2pp1/1p3k1p/1Pp2P2/P3PP2/6KP/8 w - - 1 36,h7h6 c4c3 e3e4 f5e6 f4f5 g6f5,1641,74,91,1792,crushing endgame long queenEndgame,https://lichess.org/0RQbhXGt#70,
3193,039Zj,8/8/8/2pPp1bR/2P1P3/5rkp/4K3/8 b - - 3 62,g3g4 h5g5 g4g5 e2f3 h3h2 f3g2 h2h1r g2h1,1242,76,80,120,crushing deflection endgame veryLong,https://lichess.org/Zw8U7rDf/black#123,
3194,039eL,r4rk1/p4p1p/1p4pB/4p3/3nP2Q/P7/2q2PPP/R4RK1 b - - 1 21,f8e8 a1c1 c2e2 h4f6 d4e6 c1c7,2752,94,93,762,crushing long middlegame,https://lichess.org/srtKoL4w/black#41,
3195,039ed,4r1k1/pp2rpp1/2p3p1/3p2Pn/5n1P/3PBB2/PPP2P2/R3RK2 b - - 1 23,h5g3 f2g3 e7e3 e1e3 e8e3 f1f2 e3f3 f2f3,1926,76,91,472,crushing hangingPiece middlegame veryLong,https://lichess.org/rj7cMXB5/black#45,
3196,039f2,8/3k4/7r/3R3p/3P4/5P1P/4b1PK/8 b - - 0 51,d7e6 d5e5 e6d6 e5e2,851,84,94,1480,crushing endgame fork short,https://lichess.org/LbriYkCz/black#101,
3197,039ga,r2q2rk/4p2Q/3p1bpB/p7/1P6/2N2P2/1PP3P1/2KR3R b - - 0 23,h8h7 h6f8 f6h4 h1h4,1512,72,95,17069,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/AImlWKqO/black#45,
3198,039hh,8/8/8/2b5/2r1p1RP/3k4/6B1/3K4 b - - 0 57,e4e3 g2f1 e3e2 f1e2,1362,74,99,1976,crushing endgame short,https://lichess.org/MJZ0WS96/black#113,
3199,039kX,3r3k/p3q2P/1p6/5QP1/1P1pp3/P7/2PB4/2K5 b - - 0 41,e7h7 f5f6 h7g7 f6d8,1509,76,84,55,crushing endgame fork short,https://lichess.org/8flV2Naq/black#81,
3200,039q6,8/4kpp1/B6p/1p2PK1P/1P6/8/2n2P2/8 w - - 1 39,a6b5 c2d4 f5e4 d4b5,1033,96,75,19,advantage endgame fork short,https://lichess.org/CPBnHqaE#76,
3201,039sR,6k1/p2q2pp/8/4p3/3b2P1/2pQN2P/P1P2P2/6K1 w - - 0 30,e3f5 d4f2 g1f2 d7d3 c2d3 c3c2,1145,77,92,327,advancedPawn crushing discoveredAttack endgame long master sacrifice,https://lichess.org/rLEebE7j#58,
3202,039vE,rn2k3/pp3p2/2pp4/4p1r1/2P1P1b1/2NP2Pq/PP1Q1P1N/R4R1K w q - 0 20,d2g5 g4f3 h1g1 h3g2,944,79,95,120,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/aSrUOp85#38,
3203,03A1C,8/1k2PK1q/3Q4/8/8/8/8/8 w - - 3 55,f7e8 h7g8 e8d7 g8c8,1352,78,85,136,endgame master mate mateIn2 queenEndgame short,https://lichess.org/RqaPUnMq#108,
3204,03A1J,7k/1p1r2p1/p2P3p/2P5/P1P5/4B2P/1R4PK/5r2 b - - 2 37,f1e1 b2b7 d7b7 c5c6,2005,74,91,758,crushing endgame sacrifice short,https://lichess.org/a3X83jEn/black#73,
3205,03A3b,3Q4/1R2bk2/4qnp1/pp6/2p2P2/P7/6PP/5RK1 w - - 1 32,d8b6 e6b6 b7b6 e7c5 g1h1 c5b6,1289,75,79,300,attraction crushing endgame fork long,https://lichess.org/OqGYUvQi#62,
3206,03A59,5rk1/1bqr1ppp/pb2p1n1/1p4B1/1P2P1Q1/2P2NN1/6PP/2R2R1K b - - 12 28,g6e5 f3e5 c7e5 g5f6 e5f6 f1f6,1909,75,86,100,crushing long middlegame pin,https://lichess.org/ThURA4pv/black#55,
3207,03ABF,5r1k/6p1/6B1/pp1n4/8/4P1B1/P3R1PP/2b3K1 w - - 1 31,e3e4 d5c3 e2e1 c1d2 e1a1 c3e2 g1h1 d2c1 a1c1 e2c1,2623,91,39,48,advantage endgame master quietMove veryLong,https://lichess.org/qoIUosRK#60,
3208,03ADK,8/p4pk1/4rnrp/4P3/7Q/3q4/P4RPP/5R1K b - - 0 28,f6d7 f2f7 g7h8 h4d8 g6g8 d8d7 d3d7 f7d7,1802,88,67,25,advantage middlegame veryLong,https://lichess.org/ggoDP5bk/black#55,
3209,03AGC,5rk1/1bq2p2/ppn1NRp1/2p4p/2P4Q/NP2P1P1/P5rP/R4K2 b - - 1 20,g2h2 e6c7 h2h4 g3h4,2201,76,83,170,crushing middlegame short,https://lichess.org/1z8xjNCc/black#39,
